Row,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
BG,130.1302,130.1302,130.1302,130.1302,130.1302,130.1302,129.7712,129.8852,129.8852,129.8852,129.8852,129.7712,129.7712,129.7712,129.7712,129.7712,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,129.8852,129.8852,130.0593,129.7712,129.7712,129.7712,129.7712,129.7712,129.7712,129.7712,130.17329999999998,129.8852,130.3582,130.3582,129.7712,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
BH,129.7712,129.7712,129.7712,129.7712,129.7712,129.7712,129.7712,129.7712,129.7712,129.7712,130.2442,129.7712,129.7712,130.2442,130.1302,130.1302,129.7712,129.8852,129.8852,129.8852,129.8852,130.1841,130.2981,129.8852,130.1841,130.1841,129.8852,129.6572,129.8852,129.8852,129.896,130.4938,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.9992,129.9992,129.9992,129.9992,129.9992,129.9992,129.9992,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
BI,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.7712,130.2442,129.7712,129.8852,129.8852,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.7712,130.1302,129.7712,129.8852,129.8852,141.7328,135.5559,131.87229999999997,129.96409999999997,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.2981,111.78099999999999,108.6843,108.0973,107.7984,107.7984,107.9725,107.6844,107.2114,107.0265,124.7394,129.8852,129.8852
BJ,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.7712,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,129.8852,130.1841,140.4732,142.7961,146.4708,131.61069999999998,130.3707,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.35829999999999,120.5013,159.02349999999998,197.6702,178.8661,154.953,135.9855,136.4585,155.0562,155.9144,106.66749999999999,130.1841,130.1841
BK,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,128.6138,132.5829,135.99269999999999,126.1038,136.3249,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.4723,130.4958,160.0619,200.0891,180.86129999999997,156.2903,125.52419999999998,125.65519999999998,155.0408,169.43089999999998,105.3086,130.1841,130.1841
BL,129.4831,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.9992,130.1841,117.5138,102.6269,102.0511,102.3392,99.41909999999999,120.18679999999999,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,128.43449999999999,127.013,124.79509999999999,125.442,134.2059,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,128.2444,115.89909999999999,129.6572,129.9992,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,99.6477,99.952,118.5497,112.18050000000001,97.89209999999999,77.9956,78.7675,96.94149999999999,106.1222,113.20909999999999,130.1841,130.1841
BM,123.969,118.7065,129.9992,129.8852,129.8852,129.8852,129.8852,129.8852,129.2982,105.72810000000001,111.6579,125.22529999999998,125.4703,102.53409999999998,39.21809999999999,110.0478,108.87870000000001,129.8852,129.8852,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,129.96689999999998,129.9561,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,114.03029999999998,145.408,179.4254,123.9752,119.4075,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,100.3,180.2897,169.64349999999996,188.4153,167.57279999999997,127.31759999999998,129.4314,168.2199,117.1036,129.9561,130.3582,120.3797
BN,196.2852,142.53019999999998,110.5598,124.3974,129.7712,129.8852,129.8852,119.133,102.29149999999998,123.87719999999999,124.88329999999998,125.21449999999999,125.3994,95.58869999999999,125.1051,126.81219999999999,120.5786,103.35439999999998,122.82749999999999,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.7712,129.9992,129.9992,129.9992,129.7712,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,125.38650000000001,125.4754,156.894,190.55689999999998,196.84439999999998,197.5562,143.57319999999999,109.8588,125.1523,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,99.827,181.7734,169.5187,188.58939999999998,167.74689999999998,127.42079999999999,129.3066,171.3228,117.17450000000001,129.5324,130.3582,129.1536
BO,199.0014,197.77349999999998,191.8218,118.3088,129.6635,133.5922,111.22680000000001,116.7097,128.98000000000002,129.567,127.15429999999999,130.4852,130.1971,126.5565,130.26799999999997,129.8443,130.0831,129.208,112.56219999999999,113.4036,134.3641,134.4072,130.4677,134.1792,132.9513,134.3641,132.1794,132.8912,132.0654,134.3641,134.7662,129.20749999999998,133.1362,132.4783,134.4781,131.7064,133.06529999999998,131.9622,133.9512,131.13639999999998,130.9932,199.4143,199.4744,201.2785,198.93669999999997,200.4743,200.1323,192.33790000000002,116.42299999999999,130.7343,134.3641,132.4783,134.891,132.2934,133.17929999999998,132.0654,133.9512,134.96189999999999,130.2936,133.8911,103.63719999999999,182.3049,168.19219999999999,188.3768,168.5342,131.3927,132.9796,167.52349999999998,120.08179999999999,131.7234,134.6522,132.10850000000002
BP,144.6246,124.37530000000001,144.5402,143.1535,111.9341,124.5172,140.836,142.7792,105.4266,141.56480000000002,124.4292,144.39839999999998,144.5294,111.9789,121.7687,140.4231,143.9963,108.2414,139.88539999999998,122.1027,144.8051,144.2181,111.60289999999999,121.5776,140.45999999999998,144.3922,107.3062,141.3737,123.58019999999999,145.4522,144.4954,112.82,120.90889999999999,140.477,143.86530000000002,108.81139999999999,141.7157,123.5263,145.2072,143.9192,112.7338,122.7794,141.8036,144.0888,109.2583,141.0379,124.31519999999999,146.5939,144.5941,112.82,122.9904,141.178,144.6803,107.63739999999999,141.765,123.62950000000001,146.962,144.6202,112.42869999999999,121.1647,141.7157,145.725,108.3123,142.6356,125.5431,147.8218,144.3553,112.609,121.1216,139.5202,144.4245,103.7302
BQ,148.0588,114.2606,126.2863,128.357,114.8261,119.51769999999999,124.70660000000001,129.31380000000001,98.4875,146.4719,114.9123,128.8731,128.5419,115.22819999999999,119.99069999999999,123.40780000000001,129.31380000000001,99.75850000000001,145.9881,114.7166,127.86240000000001,129.5418,114.75519999999999,119.50689999999999,125.04860000000001,130.4385,99.8895,145.81400000000002,114.7875,128.16129999999998,129.645,115.239,120.0446,123.7067,129.5418,99.51969999999999,146.80309999999997,114.2005,128.0904,128.585,114.3423,120.27879999999999,124.4077,128.5527,99.8895,146.5859,114.31450000000001,128.2861,129.12890000000002,115.4239,119.17569999999999,124.3538,129.8407,99.8787,145.113,113.91239999999999,127.9872,129.058,114.6412,119.0339,123.52180000000001,129.8515,100.1283,144.6893,114.97240000000001,128.9871,129.1181,115.239,119.2897,123.9455,131.12869999999998,95.7373
BR,112.5094,97.3763,108.7405,92.4908,130.0436,96.7157,113.9016,104.30019999999999,113.78760000000001,113.8405,96.4303,109.8652,93.2026,129.8048,96.8898,115.2327,105.7561,114.0264,113.3244,97.8924,109.2674,93.93589999999999,130.44570000000002,95.7759,115.3144,106.41399999999999,113.67360000000001,112.6665,97.6151,108.7235,93.4737,128.28879999999998,95.82979999999999,114.2436,104.75619999999999,114.3746,112.91149999999999,98.615,110.55539999999999,93.6047,128.3319,94.34609999999998,114.3576,104.8163,113.6027,111.7267,97.06039999999999,108.9084,92.65870000000001,128.7017,95.4878,114.42850000000001,105.71300000000001,113.8693,112.67269999999999,97.6151,109.49539999999999,93.2457,128.9898,94.662,114.42850000000001,104.89799999999998,114.3854,112.91149999999999,96.4303,109.4523,93.67559999999999,129.8156,95.0749,114.65650000000001,103.9412,114.5209
BS,144.2594,122.81,138.97979999999998,141.16449999999998,112.1576,124.3601,135.98909999999998,139.4358,110.47999999999999,140.6619,122.44019999999999,140.3818,142.0935,112.3748,124.5881,136.271,138.838,110.5509,141.7327,122.7391,139.6099,141.9194,111.6738,125.702,135.92899999999997,139.14770000000001,111.181,140.7436,122.9671,139.898,142.8546,112.3147,125.3492,135.43439999999998,138.5391,111.1918,141.13490000000002,122.3262,140.2077,142.45250000000001,111.38569999999999,124.3493,135.81499999999997,139.3218,110.0671,140.4878,122.9671,139.2078,141.8054,113.42859999999999,124.6482,134.8474,137.66400000000002,109.5941,141.9499,122.6251,139.9088,142.0935,112.57050000000001,125.0719,135.6193,139.7347,109.893,140.62959999999998,122.565,140.0336,141.9194,112.1576,124.66359999999999,133.7058,138.96280000000002,106.3278
BT,88.2058,78.5981,83.5303,83.6335,70.6097,72.72349999999999,87.7561,84.05720000000001,64.3024,85.54809999999999,78.0219,85.356,84.0033,70.1968,72.5494,89.0118,83.8785,64.11749999999999,86.7221,78.96170000000001,84.29140000000001,83.6335,69.65289999999999,73.02239999999999,87.827,83.40549999999999,64.2315,85.82539999999999,78.8477,84.8183,84.1065,69.713,72.72349999999999,89.0118,83.6335,64.2315,86.548,78.9509,85.14949999999999,84.6226,69.2508,72.2505,88.642,84.2636,65.31309999999999,86.907,79.5487,85.04629999999999,84.0464,69.8378,72.2613,88.42479999999999,83.1775,63.405699999999996,86.24910000000001,78.13589999999999,83.70439999999999,82.5196,69.4249,72.4246,87.941,82.01429999999999,62.84029999999999,86.01029999999999,80.7227,82.9002,82.3024,70.5989,72.7343,85.44669999999999,81.5197,60.2319
BU,15.5129,14.502199999999998,14.3882,14.6763,14.502199999999998,14.502199999999998,14.502199999999998,14.6162,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.6162,14.7302,14.6162,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,13.915199999999999,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998
BV,15.5129,14.502199999999998,14.502199999999998,14.790299999999998,14.790299999999998,14.790299999999998,14.203299999999999,14.1432,14.1432,14.1432,14.1432,14.1432,14.1432,14.1432,14.1432,14.1432,14.1432,14.328100000000001,14.513000000000002,14.513000000000002,14.513000000000002,14.1432,14.1432,14.0292,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998
Row,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
AA,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998
AB,15.5021,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998
AC,83.895,83.78099999999999,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.308,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895
AD,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,131.95589999999999,132.84179999999998,135.0974,133.9126,134.0266,135.98329999999999,138.4669,131.95589999999999,137.5702,134.1406,138.755,134.0266,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,133.6137,131.95589999999999,134.2115,138.054,133.9234,138.8259,136.2822,134.2115,130.7711,133.9126,136.8692,130.0701,129.8852,129.8852,129.8852,129.8852,134.31470000000002,138.3421,133.6137,139.0539,136.9832,132.4397,134.6953,138.641,137.7551,130.4722,130.17329999999998,129.8852,129.8852,129.8852,129.8852,129.8852
AE,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,160.9349,219.5616,213.3603,207.49640000000002,206.9094,210.16490000000002,202.3659,151.207,206.84929999999997,166.40290000000002,179.7022,198.27839999999998,129.8852,129.7712,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.0593,191.3868,204.9635,215.43099999999998,179.4141,201.594,216.19209999999998,205.4365,187.6152,142.8533,190.85989999999998,175.6317,170.8755,129.7712,129.8852,129.8852,129.8852,137.3422,207.4794,138.3421,207.3654,168.8757,219.5616,215.317,215.4803,165.0502,131.771,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AF,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,143.73919999999998,174.376,177.7563,177.5175,184.0177,158.7071,194.7132,141.4728,205.2516,152.136,189.5288,172.60420000000002,157.45139999999998,162.5496,130.7711,129.8852,129.5863,130.17329999999998,130.5431,145.0763,115.99329999999999,135.0866,135.49949999999998,150.7663,165.9083,147.5108,165.3213,142.6684,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,148.6848,144.92399999999998,151.6522,190.45780000000002,160.1908,153.9787,159.935,153.60889999999998,194.88729999999998,154.9077,158.5823,133.62449999999998,129.8852,129.8852,129.8852,129.8852,130.0701,150.94039999999998,141.0707,205.4966,179.9364,176.58849999999998,189.9525,190.4039,197.9749,132.77089999999998,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AG,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,145.152,178.8055,175.7457,186.23469999999998,178.6915,144.0982,200.33829999999998,142.5652,201.2242,158.63619999999997,180.10430000000002,175.8597,186.41959999999997,178.70229999999998,131.65699999999998,130.17329999999998,129.8744,129.8852,130.3537,141.588,104.2215,159.3434,159.39730000000003,179.45719999999997,176.7348,176.28339999999997,173.0772,161.40789999999998,129.9992,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,131.298,185.23479999999998,161.90869999999998,165.5493,176.1416,143.1414,200.5016,135.75529999999998,129.9022,130.2981,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,147.2936,190.1158,162.8485,183.9576,140.3312,201.6864,188.9418,131.07,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AH,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.2981,130.7172,131.7602,132.10219999999998,131.17319999999998,131.65699999999998,130.9452,131.07,131.0808,131.4829,131.4829,131.2549,130.597,130.1132,129.9992,130.1132,129.9992,130.1841,125.5822,129.5432,130.956,130.5431,130.2873,130.1841,130.483,130.2442,130.5431,129.7712,129.8852,129.5863,129.8852,129.8852,129.8852,129.8852,129.8852,130.7711,130.7172,130.4121,129.5863,130.4013,130.9991,130.5862,130.1841,130.0162,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,131.07,131.65699999999998,132.358,131.184,130.1841,130.7711,129.9992,129.9992,129.8852,129.8852,130.1841,130.1841,129.8852,129.8852
AI,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.7712,129.7712,129.9992,129.8852,130.1841,130.1841,130.2442,130.4291,130.2442,130.1841,130.5431,129.7712,129.9992,129.9992,129.9992,129.9992,129.8852,130.0701,130.1841,129.8852,129.8852,129.8852,129.9992,129.9992,129.8852,129.7712,129.7712,129.8852,129.8744,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.2981,130.1841,130.10240000000002,130.1132,129.9992,129.9992,130.2442,130.2442,129.8852,129.8852,129.8852,129.8852,129.8852,129.7712,130.5431,130.4291,129.9561,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,129.8852,129.8852
AJ,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.7712,130.0701,130.1841,130.1841,130.1841,129.9453,129.9453,130.1841,130.0701,129.7712,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.9561,133.67559999999997,136.7326,130.0701,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,130.1841,129.9992,129.9992,130.1132,130.1132,130.17329999999998,129.84210000000002,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.7712,130.5431,130.0701,129.8852,129.8852,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AK,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,130.1841,130.1841,129.9453,129.9453,129.8852,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.7712,130.1841,129.8852,129.8852,129.8852,129.7712,129.8852,129.6572,123.8058,123.4603,140.5775,142.65859999999998,130.369,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,129.9992,129.9992,130.1132,128.8252,132.26,184.79309999999998,146.85359999999997,121.47489999999999,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AL,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.17329999999998,130.17329999999998,129.8852,129.8852,129.7712,130.11939999999998,129.9453,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.2442,130.0701,129.8852,129.8852,129.8852,130.2442,129.8852,129.7763,152.9169,163.933,159.1183,142.2053,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,129.8852,130.1841,129.9992,122.57799999999999,142.25449999999998,223.9112,244.45309999999998,242.0512,197.6796,112.80250000000001,124.2834,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.9992
AM,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.7003,129.7003,129.8852,129.8852,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.6572,129.5863,129.4548,131.9109,137.05880000000002,136.22209999999998,130.12969999999999,130.2981,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,128.9058,224.4211,251.61579999999998,252.91459999999995,252.98549999999997,253.27360000000002,252.68659999999997,231.362,161.9633,115.138,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AN,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.5863,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.17329999999998,149.0101,155.6287,123.16659999999999,125.2418,127.5685,130.483,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,125.4529,179.46689999999998,226.74749999999997,230.48049999999998,222.51819999999998,225.94780000000003,242.0943,253.97459999999998,195.8862,122.8105,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AO,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.9992,130.17329999999998,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,133.37449999999998,124.29569999999998,119.94189999999999,119.84479999999999,124.78769999999999,129.78199999999998,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.9992,124.0985,125.4824,158.005,143.3269,154.2396,155.4721,139.95579999999998,118.8081,129.7712,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AP,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.5863,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.9992,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,128.0238,124.111,125.8758,128.6824,129.25850000000003,130.255,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.1842,128.8853,129.8852,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AQ,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.84210000000002,129.896,129.7111,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
